Outro aspecto importante é que embora o curso seja do básico ao avançado ligeiramente me senti em um curso muito avançado dado que os professores não explicam o motivo disso ou daquilo.
"Eu poderia dizer mais, mas acho que já é o suficiente."
"Gostaria muito do meu dinheiro de volta, mas que pena que já se passaram os 30 dias."
"O motivo de eu não ter pedido reembolso antes? Eu estava focado em outro curso de programação. E quando decidi começar este aqui, vi que fiz besteira."
"Estou aprendendo muito e evoluindo bastante, o maior problema tem sido as atualizacoes das versoes. Tipo Jquery, plyr, mas para corrigir acabei utilizando a versoes baixadas no curso."
Curso Bom.Foi bem útil para informações adicionais
"Problemas com áudio e congelamento de tela, impossibilitando o aluno a ver alguns detalhes importantes. A didática está boa, porém poderia ser melhor, explicando outras formas de escrever tais códigos. E na hora das dúvidas, poderiam simplesmente responder de forma direta ao invés de mandar um link sobre a dúvida. Chegando ao final do curso, percebi que minhas expectativas não foram superadas, há cortes nas aulas que me deixaram mais perdido e sem compreender nada. Uma sugestão: Atualizem as aulas, nem que seja um vídeo em cada seção falando sobre as atualizações e o que há de diferente, isso ajudará muito os alunos!"
"O curso é excelente. Os instrutores detalham muito bem todos os conteúdos em todas as aulas com as devidas justificações, razão pela qual se aprende os conceitos na sua plenitude. Sempre com a qualidade que a HCode já nos habituou. Bom trabalho!"
"O curso muito bom, só precisa melhorar a aula do plyr"
"Sensacional, é muita informação para um curso só"
"a didática dos tutores é simplesmente fantástico e eles adoçam isso com uma pitada de Humor (hhhhh), e um ponto impressionante, é que quando peço ajuda (""o que dificilmente acontece porque a didática é muito boa que faz com que o aluno aprenda de forma simples e vc não precisa decorar os códigos ou os comando porque fica cada vez mais na memória acada passo do projeto"") além dos professores os próprios alunos também te ajudam."
"estou aprender sobre muitas bibliotecas JS que posso e que vou usar em muitos projetos meus, ""mas com moderação"". esse curso me levou a comprar o curso de Jquery da Hcode hhhhhh depois de terminar o curso eu estudarei o Jquery e futuramente se Deus quiser comprarei o Bootstrap."
"Se for para definir o curso em uma palavra seria: Search........... ................. Desculpa, é bom de mais que nem achei uma palavra no dicionário para descrever este curso... Simplesmente sensacional"
achei o andamento muito lento.
Sugestão quando tiver fazendo o fechamento no final de cada modulo deveria mostrar os fontes para a gente comparar com o nosso.
"tem coisas que devido a atualidade, não apresentam a mesma forma...no video deu certo com eles... mas hoje não sei como baixar o jquery."
"O curso se mostrou muito completo, atual e bem didático. As aulas que estavam desatualizadas já se encontram atualizadas no curso e estão com ótima qualidade."
"Fiquei bem decepcionado com curso, acredito que poderia ser mais focado em css e html e ter outros cursos para passar o restante. Entendo que quiseram fazer um projeto completo porém com isso não informam detalhes do porque utilizaram tal código. Como esse é um curso para iniciante acredito que deveria ser mais detalhado. Muita demora nas respostas e muitas vezes a impressão que da das resposta é que o instrutor está sendo irônico. Como já havia comprado o curso referente a php espero que seja melhor do que este."
"Ainda estou fazendo o curso, mas meu irmão ja fez e assim como eu, achamos bastante completo, para quem esta começando é excelente, podem começar por ele que nao iram se arrepender."
"Dica: Tentem fazer no maximo 5 aulas por dia para poder repetir elas pelo menos 1x, é importante fixar o conteudo e com a repetição das aulas se torna mais facil, msm q em uma vc apenas assista e na outra vc faça junto com eles."
Estou gostando bastante da didatica. A forma como as explicações são dados tornam o aprendizado mais divertido.
O curso é realmente bem completo.
"Gostaria que fizessem um curso voltado para o backend com asp net core mvc, web api e identity server."
"ola, sou Nelci e comprei este curso, estou perdida pois nas vídeo aulas fala do material de apoio mas não exitem mais. como faço?"
"Curso muito bom, bastante aprofundado, mas tive que buscar entender melhor em outros lugares as tags html5. Depois que aprofundei meus estudos o curso deslanchou."
"Estou com alguns problemas, que se nos próximos vídeos não esclarecer, entrarei em contato."
Muito bom. So acho que deveria ser atualizado pois vários programas mudaram de versao
"Excelente curso, muito explicativo e 'mão na massa'. Excelente áudio e explicação muito claras. Excedeu muito as minhas expectativas!"
"As vezes é bem complicado entender o que vcs falam, e o vídeo de vcs ás vezes dão problema de trava"
"Bom curso para iniciante, mas este curso foi muito bom pra mim que já tinho um conhecimento com web designer, aprendi muitas coisas legais este curso!!!"
Estou muito animado para aula
"Aproveitei muito o curso inteiro, mas principalmente a parte de desenvolvimento de layout e suas funcionalidades."
"Curso muito bom e bem explicado, meio antigo(2016) mas tem aulas atualizadas"
Sim. Estou aprendendo.
Este curso é simplesmente incrível!!!!
"Sei qu eé um video de introdução, mas devia ser um pouco mais profundo no tema"
"O curso é de 2016, não me atentei a isso na hora da compra. Muitos comandos não funcionam, tinha que passar muito tempo pesquisando como são agora. Demora nas respostas às perguntas."
"Sim, muito bom o curso. Professores capacitados e com uma dinâmica fácil de compreender, com um passo a passo bem interessante, não deixando exaustivo o conteúdo."
agrega e muito a área o curso.
Curso excelente. Obtive uma sólida base para aprimorar as minhas habilidades para front-end.
Excelente forma de abordar o assunto de forma clara e objetiva! Parabéns!
"Infelizmente alguns dos comandos ainda não consegui executar mesmo seguindo os passos dados, fiz perguntas e nesse momento estou no aguardo das respostas"
Estou impressionado com a didática dos dois professores.
"Todo passo a passo, tranquilo, simples, cada elemento bem explicado!"
"por enquanto esta bom. Porém, na fiz vários cursos que começaram bem e depois decaíram muito. Por isso, prefiro aguardar pra quando estiver mais avançado."
O Curso Completo do Desenvolvedor Web da Hcode é excelente e consegue tanto ensinar do básico quem não tem conhecimentos Web como quem já tem alguma experiência mas precisa atualizar-se com as novas tendências e tecnologias. Tenho vários cursos da Hcode e todos são incríveis!
muito otima estou muito feliz e satisfeito!!
"Esta sendo uma experiência prazerosa, didática é incrível. Nada disso conseguir achar em cursos grátis no youtube."
O curso ajudou muito no desenvolvimento do site para a minha loja.
Muito bom!!
"sem duvida, são os melhores professores da Udemy"
"já fiz o curso de web fundamentos com essas duas figuras e foi extremamente satisfatório, são bons no que fazem e fazem videos bem intuitivos e legais, por isso optei por fazer mais esse curso de ""Desenvolvedor Web completo""mau posso esperar para concluir mais e mais cursos com ""HCODE"" ."
"Parece que o conteúdo esta sendo passado de uma forma em que os instrutores estão correndo para informa o básico e dizer que ensinaram sobre: html, javascript e css, de uma forma em que os alunos já vão sair super programadores, pronto para o mercado de trabalho."
Estou gostando do curso
Um dos melhores cursos que ja fiz !
foca so em um site de futebol
"Estou gostando, muito interessante, mas alguns recursos de javascript não funcionaram como descrito. Criei o arquivo script.js mas não executou os comandos em java, tive que adaptar no script do Body do HTML para executa-los, mas estou aprendendo, muito bom, se puderem sanar esta duvida, eu agradeço."
"Melhor curso do udemy, precisa estar no topo de melhor curso os outros são muitos ruins, HCODE é o melhor!"
"not sounds like a course, sounds like ""Look me, how do I build a website step by step"""
"Muito bom, estou gostando muito!"
Os professores possuem uma didática impressionante para lecionar. Está sendo muito fácil aprender.
"Ótimas explicações e aplicações dos conteúdos apresentados. Acho que precisa de algumas atualizações devido a mudanças das linguagens, como PHP 7, Bootstrap 4."
Muito bom.
Muito bem explicado as funções do back end e do front end!! Instrutores bem interativos com a galera virtual.
Espero que o curso seja espelhado como a introdução. Estou bem animado para começar.
"Me senti sem dúvidas alguma em relação ao conteúdo do curso e ao mesmo tempo íntimo dos professores, essa aproximação que eles conseguem criar numa aula gravada é fantástica."
muito boa didática.
Com alguns Plugins e técnicas desatualizadas as vezes quebramos a cabeça tentando concertar o codigo.
As aulas precisam de suporte e atualização constante para os novos alunos.
"Seria bom se tivesse alguns desafios e exercícios. Assim incentiva o aluno a pesquisar e fixar as funções, tanto do HTML quando do CSS que foram o foco."
