"Ótimo esse curso, nós ensina do zero a como criar um site web. Parabéns o que eu não aprendi nos outros cursos, aprendi tudo somente nesse curso."
"Um curso dentro das expectativas. Entretanto, algumas coisas estão desatualizadas (não impedem de realizar o curso). Além disso, tem um excelente suporte."
Excelente muito elaboradas as aulas estou aprendendo bastante. Parabéns Eu Recomendo.
"O curso atendeu todas expectativas, ""muito bom""rs. Parabéns Daniel e João, são ótimos professores."
"Estava indo bem... chegou no bootstrap desatualizado e travei... que pena. (espero que os outros cursos da Hcode que comprei pela primeira experiência ter sido muito boa no começo tb não estejam desatualizados) Tomara que atualizem o material deste curso em breve, caso contrário perderão alunos."
"tirando algumas coisas como atualiazaçoes de aulas e algumas vezes que o curso nao mostra corretamente o passo a passo, ja que eles dao um pequen o corte no video e quando volta nao se percebe. tirando isso to gostando do curso"
"Poderiam explicar melhor as tags, semânticas, sintaxes, pra que servem e como usa-las corretamente. O curso é baseado em um único projeto com apenas 14 horas, é bem dificil mesmo de aprender, tendo em vista que comprei outros 2 cursos de dev web completo e a media de horas deles é 80 horas, e cara sinceramente eu to muito mais satisfeito com o método ensinado por eles, porque eles explicam exemplo: o que é uma div, um span, qual diferença, como podem ser usados, como aplicar eles de melhor forma etc, isso foi só um exemplo. Além de terem varios projetos diferentes pra ajudar os alunos a desenvolverem suas habilidades. O curso também precisa ser atualizado, ao ensinarem sobre bootstrap o arquivo de vocês no upload é antigo e totalmente diferente do arquivo que baixamos no site do bootstrap 2020, ou seja, algumas coisas que vocês falam no curso não funcionam mais ou mudou a declaração ou método de usar. Enfim, a dinâmica de vocês é muito boa em interagir mas pra ensinar realmente está complicado, pelo menos pra mim que sou bem critico em relação a dar pontos de qualidade pra quaisquer tipo de serviços!"
"os instrutores demonstram conhecimento sobre o assunto, o inconveniente é que o curso está bem desatualizado"
"A organização do curso é um pouco estranha, vamos pulando de assunto em assunto, pincelando, mas sem se aprofundar. Para quem é zero vai penar um pouco, pois se vai do muito básico para temas bem mais complexos por passe de mágica."
"O site desenvolvido realmente não é, de fato, responsivo, fica tudo sobreposto em resoluções médias. Fica mais ou menos organizado em formatos grandes ou celular."
Existem vários bugs que sem experiência não se resolve.
"O suporte é muito fraco, na maioria das vezes não resolve nada, são os próprios alunos que na maioria das vezes acham a solução, caso contrário, fica sem solução."
"O curso não sofre atualizações suficientes, por exemplo, o sistema de cálculo de frete demonstrado não funciona, provavelmente o “webservice” dos correios sofreu alteração. Alguns alunos reclamam e o suporte envia para a solução de outro aluno que, aparentemente também não está mais funcionando, mas não perdi tempo verificando à fundo pois quando for precisar terei de ir ao site dos correios e ver como vai estar funcionando na época."
"Uma das sugestões de pagamento para o site, o moip, trocou de nome, agora é wirecard."
"É um dos primeiros cursos e deve ser relevado por isto alguns problemas, como o som em várias aulas que está bem ruim."
"Considerando o valor pago e que os problemas do curso obrigam o aluno a procurar soluções, acaba ajudando a aprender (ou desistir por achar complicado) como realmente funciona."
"Acredito que vale o valor cobrado, mas esteja disposto a buscar soluções para os problemas caso não tenham sido resolvidos pelos outros alunos."
"Só mais um detalhe, por ser um pouco antigo, boa parte das bibliotecas utilizadas já estão obsoletas, mas se usar as novas, o código fornecido no curso tem de ser adaptado, detalhe em especial para o bootstrap que utilizei a versão 4 e tive de fazer muitas modificações para deixar o responsivo correto."
"Achei muito dificil estudar com ele desatualizado, muitas coisas eu tive que pesquisar para resolver ou criar eu msm no codigo. Acho que não vale a pena mais pagar por ele"
"gostei bastante do curso, apesar de ter acompanhado com Linux, os professores mostraram maestria no que falaram e muita confiança no domínio do conteúdo, apesar de várias vezes um cortar o outro enquanto estava falando kkkkk mais acontece, isso não minimiza a expertise deles..."
"Curso excelente. Já sou aluno dessas feras e recomendo todos os cursos ministrados por eles. Vale ressaltar que esse é um curso antigo e aborda tecnologias em suas versões anteriores, sendo assim, deve-se utilizar as mesmas versões demonstradas aqui para não haver incompatibilidade e dores de cabeça."
Ótimo curso que ensina do zero ao deploy com boa didática dos instrutores.
"Positivo: O curso é bastante prático, os instrutores dominam projeto."
"Negativo: Da aula 65 pra frente o projeto não funciona mais. Pois muitos comandos estão desatualizados. O suporte para resolução de problemas não retorna. Estou com uma dúvida há quase 20 dias, sem retorno."
"O conteúdo é muito bom e pertinente, atendeu às minhas expectativas. Me frustrei um pouco com a parte que exige mais digitação, mas no geral o curso é bom."
"Não serve para pessoas leigas, pois os professores em boa parte ficam conversando entre si para resolver os problemas e não entendemos nada, falta explicação de muitos comandos de como usar, para que serve, quando usar."
"Quase todas as perguntas que fiz, foi respondido com um link da w3c para que eu faça uma consulta, se for para eu traduzir o site da w3c para tirar as dúvidas, não teria o porque comprar o curso."
"Parabéns aos instrutores, curso muito bom."
"O curso já está com algumas coisas ultrapassadas, e quando se depara com algumas dessas, você acaba ficando empacado por um tempo até achar uma solução"
"O curso parecia ótimo devido aos comentários positivos. Porém ao comprar o curso e começar a assistir as aulas percebi muitas falhas em todos os aspectos. Pra começar, a ideia de ter dois professores ministrando as aulas seria uma boa, porém não deu muito certo. Os professores são atrapalhados e se embaraçam na hora da explicação. Muitas vezes enquanto um professor ditava o que deveria ser feito, no vídeo não aparecia o que ele estava fazendo. Isso devido ao editor dos vídeos não ter percebido isso ou por desleixo mesmo já que a tela dos dois notebooks estavam sendo gravadas.. Muitas aulas desatualizadas. Embora algumas tenha sido regravadas, e mesmo assim com a atualização, o professor parecia meio perdido."
